Polska
72896
xMin,xMax,yMin,yMax
14.144,24.111,49.064,54.83
post_code,coordinates
76-042,54.072/16.263
76-100,54.359/16.677
76-100,54.366/16.716
76-100,54.394/16.709
76-100,54.401/16.783
76-100,54.342/16.647
76-100,54.272/16.768
76-100,54.389/16.814
76-100,54.369/16.581
76-100,54.34/16.631
76-100,54.307/16.754
76-100,54.325/16.69
76-100,54.283/16.821
76-100,54.351/16.783
76-100,54.291/16.797
76-100,54.418/16.678
76-100,54.289/16.777
76-100,54.34/16.599
76-100,54.306/16.623
76-100,54.438/16.614
76-100,54.337/16.709
76-100,54.369/16.755
76-100,54.383/16.849
76-100,54.418/16.706
76-100,54.346/16.576
76-100,54.32/16.764
76-100,54.404/16.669
76-100,54.428/16.632
76-100,54.394/16.582
76-100,54.42/16.551
76-100,54.247/16.732
76-100,54.383/16.622
76-113,54.537/16.54
76-113,54.514/16.506
76-113,54.532/16.583
76-113,54.509/16.561
76-113,54.484/16.691
76-113,54.493/16.714
76-113,54.435/16.734
76-113,54.51/16.697
76-113,54.435/16.821
76-113,54.458/16.776
76-113,54.52/16.607
76-113,54.478/16.65
76-113,54.531/16.684
76-113,54.461/16.589
76-113,54.47/16.562
76-113,54.515/16.655
76-113,54.473/16.614
76-113,54.432/16.775
76-113,54.524/16.724
76-113,54.466/16.71
76-113,54.472/16.633
76-113,54.446/16.704
76-113,54.505/16.616
76-113,54.441/16.809
76-113,54.458/16.738
76-113,54.487/16.583
76-113,54.452/16.657
76-113,54.441/16.652
76-113,54.499/16.545
76-113,54.476/16.542
76-113,54.548/16.605
76-113,54.499/16.647
76-113,54.469/16.733
76-113,54.487/16.755
76-113,54.528/16.622
76-129,54.276/16.669
76-129,54.274/16.636
76-129,54.298/16.686
76-129,54.256/16.653
76-129,54.283/16.6
76-129,54.251/16.683
76-129,54.265/16.643
76-142,54.271/16.426
76-142,54.275/16.482
76-142,54.272/16.529
76-142,54.273/16.592
76-142,54.308/16.516
76-142,54.331/16.561
76-142,54.318/16.417
76-142,54.231/16.586
76-142,54.306/16.48
76-142,54.293/16.568
76-142,54.292/16.432
76-142,54.248/16.586
76-142,54.317/16.543
76-142,54.345/16.539
76-142,54.274/16.51
76-142,54.242/16.619
76-142,54.202/16.575
76-142,54.251/16.477
76-142,54.244/16.565
76-142,54.259/16.406
76-142,54.273/16.551
76-142,54.299/16.542
76-142,54.327/16.412
76-142,54.238/16.642
76-142,54.314/16.583
76-142,54.249/16.549
76-142,54.242/16.663
76-142,54.258/16.577
76-142,54.235/16.658
76-142,54.3/16.658
76-142,54.298/16.409
76-142,54.275/16.673
76-142,54.35/16.543
76-142,54.314/16.565
76-142,54.249/16.487
76-142,54.249/16.499
76-142,54.312/16.687
76-142,54.264/16.564
76-142,54.289/16.644
76-150,54.425/16.406
76-150,54.507/16.474
76-150,54.359/16.411
76-150,54.297/16.361
76-150,54.399/16.411
76-150,54.447/16.435
76-150,54.422/16.514
76-150,54.357/16.512
76-150,54.317/16.354
76-150,54.46/16.428
76-150,54.391/16.444
76-150,54.479/16.51
76-150,54.45/16.468
76-150,54.339/16.397
76-150,54.4/16.553
76-150,54.338/16.369
76-150,54.399/16.533
76-150,54.44/16.558
76-150,54.472/16.469
76-150,54.463/16.526
76-150,54.379/16.401
76-150,54.303/16.381
76-150,54.448/16.565
76-150,54.458/16.488
76-150,54.404/16.492
76-150,54.432/16.543
76-150,54.461/16.506
76-150,54.376/16.455
76-150,54.434/16.49
76-150,54.367/16.401
76-150,54.371/16.524
76-150,54.442/16.428
76-150,54.39/16.523
76-150,54.342/16.508
76-150,54.35/16.449
76-150,54.402/16.448
76-150,54.329/16.425
76-150,54.35/16.384
76-156,54.391/16.342
76-156,54.38/16.321
76-156,54.332/16.311
76-156,54.324/16.31
76-156,54.354/16.338
76-156,54.343/16.255
76-156,54.404/16.374
76-156,54.36/16.353
76-200,54.495/17.067
76-200,54.465/17.028
76-200,54.503/17.001
76-200,54.475/16.934
76-200,54.542/16.968
76-200,54.434/17.115
76-200,54.523/16.935
76-200,54.537/17.078
76-200,54.519/16.962
76-200,54.504/16.965
76-200,54.429/17.181
76-200,54.516/17.007
76-200,54.546/17.105
76-200,54.471/17.113
76-200,54.493/16.912
76-200,54.5/17.146
76-200,54.46/16.851
76-200,54.555/17.07
76-200,54.489/16.822
76-200,54.478/16.84
76-200,54.458/17.133
76-200,54.553/17.141
76-200,54.429/17.071
76-200,54.515/16.918
76-200,54.493/16.898
76-200,54.516/17.064
76-200,54.502/17.043
76-200,54.456/16.881
76-200,54.54/17.171
76-200,54.575/17.144
76-200,54.517/17.163
76-200,54.488/16.884
76-200,54.414/17.066
76-200,54.559/17.104
76-200,54.404/17.112
76-200,54.443/17.187
76-200,54.454/16.828
76-200,54.499/16.836
76-200,54.495/17.114
76-206,54.45/17.055
76-212,54.658/17.052
76-214,54.664/17.215
76-214,54.638/17.168
76-214,54.694/17.25
76-214,54.598/17.145
76-214,54.682/17.337
76-214,54.619/17.138
76-214,54.633/17.157
76-214,54.619/17.244
76-214,54.625/17.228
76-214,54.687/17.281
76-214,54.627/17.189
76-214,54.63/17.257
76-214,54.649/17.255
76-214,54.63/17.12
76-214,54.632/17.148
76-214,54.665/17.197
76-214,54.608/17.125
76-214,54.669/17.238
76-214,54.701/17.277
76-214,54.714/17.23
76-214,54.679/17.22
76-219,54.504/17.115
76-219,54.519/17.096
76-220,54.634/17.505
76-220,54.555/17.496
76-220,54.678/17.426
76-220,54.63/17.454
76-220,54.618/17.369
76-220,54.601/17.35
76-220,54.59/17.206
76-220,54.61/17.355
76-220,54.637/17.364
76-220,54.587/17.398
76-220,54.615/17.541
76-220,54.642/17.544
76-220,54.61/17.315
76-220,54.564/17.485
76-220,54.575/17.416
76-220,54.568/17.361
76-220,54.614/17.437
76-220,54.57/17.19
76-220,54.588/17.29
76-220,54.596/17.256
76-220,54.587/17.328
76-220,54.579/17.501
76-220,54.603/17.505
76-220,54.631/17.401
76-220,54.573/17.277
76-220,54.621/17.325
76-220,54.57/17.218
76-220,54.64/17.405
76-220,54.641/17.434
76-220,54.554/17.418
76-220,54.58/17.465
76-220,54.694/17.457
76-220,54.599/17.24
76-220,54.559/17.454
76-220,54.563/17.278
76-220,54.61/17.467
76-220,54.592/17.535
76-220,54.565/17.399
76-220,54.567/17.455
76-220,54.557/17.386
76-220,54.615/17.404
76-220,54.578/17.548
76-220,54.64/17.483
76-220,54.574/17.544
76-220,54.554/17.231
76-220,54.58/17.186
76-220,54.578/17.522
76-220,54.637/17.339
76-220,54.61/17.564
76-220,54.601/17.189
76-230,54.483/17.484
76-230,54.446/17.452
76-230,54.469/17.471
76-230,54.468/17.551
76-230,54.454/17.4
76-230,54.517/17.552
76-230,54.494/17.461
76-230,54.495/17.422
76-230,54.508/17.432
76-230,54.447/17.358
76-230,54.422/17.381
76-230,54.533/17.46
76-230,54.427/17.326
76-230,54.428/17.476
76-230,54.521/17.499
76-230,54.449/17.539
76-230,54.46/17.519
76-230,54.497/17.501
76-230,54.536/17.494
76-230,54.505/17.528
76-230,54.447/17.314
76-230,54.459/17.367
76-230,54.456/17.414
76-230,54.455/17.486
76-230,54.477/17.52
76-230,54.432/17.362
76-230,54.497/17.537
76-230,54.419/17.416
76-230,54.499/17.394
76-230,54.462/17.583
76-230,54.514/17.401
76-230,54.48/17.583
76-231,54.503/17.27
76-231,54.524/17.333
76-231,54.529/17.32
76-231,54.446/17.271
76-231,54.479/17.223
76-231,54.458/17.295
76-231,54.521/17.216
76-231,54.52/17.383
76-231,54.49/17.236
76-231,54.543/17.345
76-231,54.462/17.211
76-231,54.464/17.186
76-231,54.49/17.37
76-231,54.476/17.155
76-231,54.539/17.258
76-231,54.511/17.249
76-231,54.484/17.333
76-231,54.553/17.301
76-231,54.541/17.368
76-231,54.475/17.19
76-231,54.527/17.244
76-231,54.503/17.246
76-231,54.471/17.262
76-231,54.53/17.415
76-231,54.527/17.362
76-231,54.505/17.338
76-231,54.528/17.285
76-242,54.419/17.416
76-243,54.416/17.581
76-245,54.417/17.058
76-245,54.445/17.114
76-245,54.433/17.084
76-245,54.494/17.074
76-248,54.376/17.164
76-248,54.326/17.334
76-248,54.321/17.391
76-248,54.374/17.391
76-248,54.407/17.253
76-248,54.377/17.293
76-248,54.288/17.396
76-248,54.338/17.349
76-248,54.3/17.118
76-248,54.295/17.37
76-248,54.294/17.16
76-248,54.389/17.233
76-248,54.345/17.207
76-248,54.385/17.315
76-248,54.38/17.365
76-248,54.364/17.429
76-248,54.318/17.419
76-248,54.412/17.154
76-248,54.401/17.282
76-248,54.38/17.124
76-248,54.395/17.138
76-248,54.385/17.282
76-248,54.386/17.262
76-248,54.412/17.201
76-248,54.374/17.325
76-248,54.413/17.226
76-248,54.326/17.284
76-248,54.344/17.449
76-248,54.366/17.121
76-248,54.416/17.126
76-248,54.39/17.353
76-248,54.33/17.153
76-248,54.339/17.31
76-248,54.359/17.28
76-248,54.358/17.156
76-248,54.318/17.292
76-248,54.339/17.253
76-248,54.344/17.12
76-248,54.317/17.234
76-248,54.353/17.29
76-248,54.38/17.199
76-248,54.416/17.279
76-248,54.305/17.162
76-248,54.25/17.378
76-248,54.306/17.418
76-248,54.295/17.144
76-248,54.373/17.227
76-248,54.453/17.053
76-251,54.442/16.992
76-251,54.448/16.953
76-251,54.415/17.006
76-251,54.421/16.862
76-251,54.354/16.968
76-251,54.371/17.02
76-251,54.383/16.964
76-251,54.429/16.912
76-251,54.428/16.968
76-251,54.353/16.891
76-251,54.391/16.98
76-251,54.361/16.841
76-251,54.382/17.07
76-251,54.349/17
76-251,54.401/16.861
76-251,54.346/17.028
76-251,54.321/17.003
76-251,54.397/17.009
76-251,54.445/16.884
76-251,54.338/16.932
76-251,54.339/16.861
76-251,54.388/16.908
76-251,54.369/16.868
76-251,54.406/16.911
76-251,54.356/17.048
76-251,54.394/16.888
76-251,54.34/17.064
76-251,54.342/17.094
76-251,54.44/16.927
76-251,54.371/16.897
76-251,54.33/16.918
76-251,54.378/16.998
76-251,54.371/16.92
76-251,54.367/16.827
76-251,54.357/16.941
76-251,54.425/16.836
76-251,54.315/17.04
76-270,54.579/16.891
76-270,54.579/16.861
76-270,54.589/16.959
76-270,54.561/16.894
76-270,54.56/16.86
76-270,54.635/17.018
76-270,54.551/16.999
76-270,54.606/17.044
76-270,54.623/16.986
76-270,54.548/16.923
76-270,54.539/16.821
76-270,54.542/16.935
76-270,54.527/16.87
76-270,54.512/16.808
76-270,54.52/16.764
76-270,54.598/17.098
76-270,54.56/16.913
76-270,54.5/16.777
76-270,54.561/16.814
76-270,54.597/17.008
76-270,54.577/16.998
76-270,54.613/17.03
76-270,54.562/16.795
76-270,54.526/16.839
76-270,54.584/17.106
76-270,54.55/16.804
76-270,54.607/17.092
76-270,54.574/16.826
76-270,54.588/16.917
76-270,54.5/16.831
76-270,54.522/16.804
76-270,54.578/16.941
76-270,54.526/16.756
76-270,54.598/16.921
76-270,54.658/17.057
76-270,54.458/17.044
76-611,53.411/14.56
76-642,54.193/16.238
76-669,54.176/16.231
77-100,54.182/17.513
77-100,54.173/17.495
77-100,54.162/17.519
77-100,54.146/17.492
77-100,54.165/17.406
77-100,54.15/17.546
77-100,54.2/17.486
77-100,54.174/17.461
77-100,54.2/17.446
77-100,54.158/17.574
77-100,54.16/17.439
77-100,54.162/17.449
77-100,54.155/17.472
77-100,54.186/17.471
77-100,54.2/17.402
77-100,54.221/17.531
77-100,54.19/17.473
77-100,54.188/17.433
77-114,54.227/17.473
77-114,54.241/17.481
77-114,54.255/17.483
77-115,54.317/17.492
77-116,54.355/17.565
77-116,54.336/17.523
77-116,54.279/17.591
77-116,54.362/17.728
77-116,54.328/17.581
77-116,54.399/17.611
77-116,54.31/17.689
77-116,54.291/17.446
77-116,54.333/17.62
77-116,54.325/17.645
77-116,54.355/17.679
77-116,54.34/17.724
77-116,54.394/17.524
77-116,54.311/17.46
77-116,54.426/17.523
77-116,54.378/17.626
77-116,54.352/17.641
77-116,54.274/17.475
77-116,54.421/17.65
77-116,54.335/17.634
77-116,54.367/17.509
77-116,54.354/17.511
77-116,54.37/17.701
77-116,54.317/17.545
77-116,54.372/17.466
77-116,54.407/17.497
77-116,54.41/17.582
77-116,54.276/17.644
77-116,54.296/17.564
77-116,54.367/17.686
77-116,54.26/17.607
77-116,54.374/17.505
77-116,54.253/17.568
77-116,54.319/17.697
77-116,54.422/17.508
77-116,54.295/17.519
77-116,54.418/17.545
77-116,54.386/17.493
77-116,54.272/17.553
77-116,54.301/17.606
77-116,54.379/17.648
77-116,54.412/17.533
77-121,54.206/17.547
77-121,54.229/17.604
77-121,54.224/17.56
77-121,54.245/17.606
77-121,54.252/17.582
77-121,54.199/17.607
77-121,54.23/17.543
77-121,54.253/17.589
77-121,54.187/17.601
77-121,54.203/17.559
77-121,54.252/17.555
77-122,54.287/17.628
77-123,54.336/17.684
77-123,54.338/17.724
77-124,54.205/17.673
77-124,54.213/17.623
77-124,54.167/17.734
77-124,54.205/17.714
77-124,54.189/17.639
77-124,54.192/17.722
77-124,54.172/17.639
77-124,54.193/17.704
77-124,54.267/17.673
77-124,54.285/17.7
77-124,54.195/17.702
77-124,54.276/17.665
77-124,54.222/17.656
77-124,54.213/17.714
77-124,54.287/17.681
77-124,54.195/17.683
77-124,54.167/17.77
77-124,54.153/17.72
77-124,54.252/17.678
77-124,54.229/17.7
77-124,54.268/17.714
77-125,54.149/17.638
77-125,54.111/17.701
77-125,54.102/17.621
77-125,54.153/17.603
77-125,54.13/17.62
77-127,54.15/17.689
77-127,54.14/17.677
77-130,53.993/17.404
77-130,54.018/17.244
77-130,54.035/17.372
77-130,54.026/17.378
77-130,53.942/17.494
77-130,53.985/17.429
77-130,54.057/17.432
77-130,53.992/17.477
77-130,54.069/17.362
77-130,54.003/17.335
77-130,54.015/17.289
77-130,53.97/17.396
77-130,54.021/17.493
77-130,53.942/17.42
77-130,53.945/17.452
77-130,53.994/17.372
77-130,53.995/17.506
77-130,53.993/17.337
77-130,54.034/17.507
77-130,53.933/17.362
77-130,53.93/17.455
77-130,54.003/17.521
77-130,53.929/17.481
77-130,54.014/17.425
77-130,53.942/17.388
77-130,54.014/17.513
77-130,53.966/17.299
77-130,54.032/17.414
77-130,53.976/17.509
77-130,54.006/17.456
77-130,54.009/17.308
77-130,53.985/17.36
77-130,54.043/17.298
77-130,53.983/17.384
77-130,53.983/17.4
77-130,53.952/17.358
77-130,53.97/17.38
77-130,54.045/17.405
77-130,53.949/17.396
77-130,53.974/17.364
77-130,54.05/17.418
77-130,54.015/17.532
77-130,54.039/17.409
77-130,53.978/17.365
77-130,54.023/17.463
77-131,54.085/17.437
77-131,54.099/17.422
77-131,54.118/17.47
77-131,54.096/17.505
77-131,54.113/17.451
77-131,54.114/17.496
77-131,54.105/17.448
77-131,54.082/17.463
77-132,54.136/17.426
77-132,54.148/17.371
77-133,54.112/17.333
77-133,54.149/17.318
77-133,54.13/17.368
77-133,54.092/17.364
77-133,54.104/17.289
77-133,54.122/17.28
77-133,54.091/17.289
77-133,54.108/17.313
77-133,54.146/17.373
77-134,54.067/17.293
77-134,54.077/17.342
77-135,54.059/17.236
77-135,54.08/17.242
77-138,53.975/17.297
77-138,53.949/17.326
77-138,53.953/17.368
77-138,53.96/17.254
77-138,53.955/17.285
77-138,53.961/17.275
77-138,53.985/17.284
77-138,53.942/17.309
77-138,53.996/17.266
77-138,53.974/17.263
77-138,53.92/17.306
77-138,53.926/17.336
77-138,53.926/17.27
77-138,53.943/17.365
77-138,53.988/17.432
77-138,54.028/17.391
77-138,54.013/17.424
77-138,54.003/17.525
77-138,54.07/17.359
77-138,53.985/17.256
77-138,53.948/17.351
77-138,54.015/17.512
77-138,53.998/17.374
77-138,53.946/17.282
77-138,54.024/17.483
77-138,54.018/17.243
77-139,54.02/17.286
77-139,53.999/17.203
77-139,54.043/17.298
77-139,54.035/17.274
77-139,54.007/17.193
77-139,54.044/17.27
77-139,54.026/17.215
77-139,54.035/17.216
77-139,53.985/17.216
77-139,54.032/17.226
77-139,54.007/17.257
77-139,54.006/17.249
77-139,53.951/17.325
77-140,54.24/17.225
77-140,54.251/17.222
77-140,54.147/17.214
77-140,54.301/17.317
77-140,54.232/17.199
77-140,54.156/17.228
77-140,54.277/17.211
77-140,54.278/17.176
77-140,54.133/17.233
77-140,54.24/17.245
77-140,54.254/17.196
77-140,54.215/17.236
77-140,54.114/17.229
77-140,54.288/17.308
77-140,54.098/17.208
77-140,54.13/17.267
77-140,54.283/17.242
77-140,54.135/17.205
77-140,54.147/17.268
77-140,54.153/17.186
77-140,54.285/17.279
77-140,54.276/17.327
77-140,54.292/17.192
77-140,54.27/17.244
77-140,54.238/17.319
77-140,54.262/17.352
77-141,54.2/17.376
77-141,54.207/17.328
77-141,54.217/17.426
77-141,54.18/17.362
77-141,54.226/17.401
77-141,54.164/17.341
77-141,54.237/17.357
77-141,54.225/17.316
77-141,54.162/17.408
77-141,54.231/17.276
77-142,54.122/17.533
77-142,54.073/17.531
77-142,54.129/17.584
77-142,54.074/17.536
77-143,54.091/17.573
77-143,54.038/17.637
77-143,54.061/17.544
77-143,54.028/17.545
77-143,54.124/17.538
77-143,54.103/17.618
77-143,54.071/17.529
77-143,54.102/17.718
77-143,54.127/17.586
77-143,54.151/17.645
77-200,54.003/16.973
77-200,53.99/16.969
77-200,54.103/16.988
77-200,53.955/16.935
77-200,53.943/16.984
77-200,54.012/17.023
77-200,54.026/16.994
77-200,54.023/17.172
77-200,54.069/16.846
77-200,54.088/17.07
77-200,54.058/17.162
77-200,53.983/17.074
77-200,54.018/16.83
77-200,54.017/16.889
77-200,54.073/16.88
77-200,54.083/16.854
77-200,54.12/16.942
77-200,53.991/16.925
77-200,54.024/17.112
77-200,54.044/17.205
77-200,54.041/17.055
77-200,53.977/16.946
77-200,54.067/16.95
77-200,54.111/17.15
77-200,54.094/17.176
77-200,54.139/17.15
77-200,54.09/16.831
77-200,54.052/17.023
77-200,54.021/16.952
77-200,54.105/17.134
77-200,53.997/17.043
77-200,54.023/17.205
77-200,54.045/16.862
77-200,54.002/17.078
77-200,54.051/17.108
77-200,54.078/17.161
77-200,54.01/17.097
77-200,54.044/16.899
77-200,53.917/16.973
77-200,54.081/17.117
77-200,54.072/17.189
77-200,53.938/16.914
77-200,54.066/16.981
77-200,53.935/16.942
77-200,54.081/16.888
77-200,54.055/16.983
77-200,54.041/17.143
77-200,53.98/16.87
77-200,54.141/17.174
77-200,54.102/17.144
77-200,54.04/17.105
77-200,53.997/16.887
77-200,54.052/17.088
77-200,53.986/16.999
77-200,54.119/17.129
77-200,54.033/16.875
77-200,54.046/16.919
77-200,54.03/17.156
77-200,53.968/16.913
77-200,54.08/17.145
77-200,54.048/17.181
77-200,54.051/16.966
77-200,54.034/17.16
77-200,53.975/17.029
77-200,54.06/17.005
77-200,54.06/17.042
77-200,53.932/16.918
77-200,54.097/16.875
77-200,53.928/16.909
77-200,54.129/17.195
77-200,54.029/17.139
77-200,53.956/16.882
77-200,53.97/16.881
77-200,53.974/16.885
77-206,54.115/17.265
77-220,53.904/17.066
77-220,53.871/17.123
77-220,53.901/17.02
77-220,53.991/17.158
77-220,53.97/17.073
77-220,53.922/17.145
77-220,53.908/17.116
77-220,53.924/17.054
77-220,53.968/17.156
77-220,53.966/17.098
77-220,53.857/17.073
77-220,53.951/17.175
77-220,53.961/17.142
77-220,53.983/17.123
77-220,53.947/17.209
77-220,53.96/17.115
77-220,53.952/17.035
77-220,53.893/17.147
77-220,53.883/17.108
77-220,53.939/17.102
77-220,53.96/17.198
77-220,54.001/17.115
77-220,53.974/17.137
77-220,54.005/17.128
77-220,53.864/17.137
77-220,53.914/17.175
77-220,53.83/17.062
77-220,53.876/17.16
77-220,53.855/17.048
77-230,54.241/16.889
77-230,54.3/16.878
77-230,54.276/16.963
77-230,54.255/16.938
77-230,54.194/16.877
77-230,54.12/16.837
77-230,54.224/16.857
77-230,54.258/17.008
77-230,54.166/16.775
77-230,54.216/16.811
77-230,54.289/16.912
77-230,54.147/16.834
77-230,54.166/16.821
77-230,54.173/16.885
77-230,54.216/16.768
77-230,54.148/16.914
77-230,54.22/16.921
77-230,54.233/16.854
77-230,54.272/16.918
77-230,54.183/16.924
77-230,54.14/16.891
77-230,54.152/16.779
77-230,54.179/16.766
77-230,54.194/16.89
77-230,54.207/16.787
77-230,54.288/16.952
77-230,54.3/16.905
77-230,54.138/16.849
77-230,54.283/16.985
77-230,54.212/16.732
77-230,54.181/16.898
77-230,54.186/16.794
77-230,54.232/17
77-230,54.294/16.979
77-230,54.133/16.787
77-235,54.199/17.086
77-235,54.277/17.103
77-235,54.245/17.1
77-235,54.248/17.124
77-235,54.254/17.042
77-235,54.201/17.076
77-235,54.268/17.064
77-235,54.3/17.066
77-235,54.208/17.162
77-235,54.22/17.147
77-235,54.138/17.029
77-235,54.285/17.049
77-235,54.15/16.969
77-235,54.194/17.053
77-235,54.274/17.118
77-235,54.291/17.086
77-235,54.232/17.067
77-235,54.181/17.095
77-235,54.218/17.061
77-235,54.144/17.043
77-235,54.254/17.036
77-235,54.261/17.156
77-235,54.099/17.085
77-235,54.212/17.179
77-235,54.233/17.176
77-235,54.242/17.035
77-235,54.271/17.032
77-235,54.16/16.983
77-235,54.269/17.122
77-300,53.669/17.363
77-300,53.681/17.416
77-300,53.679/17.338
77-300,53.75/17.403
77-300,53.701/17.499
77-300,53.659/17.214
77-300,53.595/17.327
77-300,53.641/17.286
77-300,53.628/17.233
77-300,53.659/17.399
77-300,53.618/17.181
77-300,53.634/17.36
77-300,53.688/17.348
77-300,53.665/17.308
77-300,53.617/17.45
77-300,53.701/17.379
77-300,53.666/17.48
77-300,53.743/17.444
77-300,53.588/17.379
77-300,53.746/17.369
77-300,53.703/17.225
77-300,53.714/17.258
77-300,53.609/17.428
77-300,53.697/17.271
77-300,53.693/17.332
77-300,53.636/17.439
77-300,53.635/17.422
77-300,53.611/17.365
77-300,53.69/17.311
77-300,53.719/17.364
77-300,53.634/17.389
77-300,53.652/17.198
77-300,53.692/17.426
77-300,53.579/17.396
77-300,53.622/17.251
77-300,53.694/17.231
77-300,53.576/17.375
77-300,53.707/17.464
77-300,53.758/17.384
77-300,53.745/17.413
77-300,53.707/17.325
77-300,53.675/17.296
77-300,53.723/17.445
77-300,53.753/17.344
77-300,53.62/17.408
77-300,53.625/17.342
77-300,53.624/17.135
77-300,53.686/17.318
77-300,53.707/17.427
77-300,53.651/17.305
77-300,53.764/17.403
77-300,53.721/17.415
77-300,53.76/17.418
77-300,53.763/17.109
77-300,53.748/17.433
77-300,53.767/17.43
77-304,53.758/17.117
77-304,53.837/16.924
77-304,53.736/17.191
77-304,53.778/17.001
77-304,53.858/16.962
77-304,53.693/17.133
77-304,53.731/17.038
77-304,53.761/17.027
77-304,53.852/16.877
77-304,53.718/17.098
77-304,53.722/17.063
77-304,53.702/17.167
77-304,53.753/17.024
77-304,53.805/17.016
77-304,53.835/16.873
77-304,53.746/17.029
77-304,53.723/17.135
77-304,53.751/16.972
77-304,53.73/17.011
77-304,53.783/17.087
77-304,53.782/17.12
77-310,53.538/17.238
77-310,53.572/17.074
77-310,53.586/17.276
77-310,53.538/17.379
77-310,53.574/17.218
77-310,53.566/17.307
77-310,53.599/17.133
77-310,53.548/17.1
77-310,53.583/17.19
77-310,53.535/17.053
77-310,53.558/17.345
77-310,53.512/17.345
77-310,53.525/17.32
77-310,53.6/17.077
77-310,53.552/17.172
77-310,53.552/17.293
77-310,53.602/17.218
77-310,53.551/17.203
77-310,53.549/17.111
77-310,53.571/17.129
77-310,53.583/17.114
77-310,53.608/17.12
77-310,53.56/17.248
77-310,53.538/17.176
77-310,53.553/17.161
77-310,53.548/17.023
77-310,53.548/17.273
77-310,53.552/17.26
77-310,53.56/17.032
77-310,53.556/17.227
77-310,53.565/17.328
77-310,53.561/17.15
77-310,53.564/17.079
77-320,53.798/17.254
77-320,53.81/17.336
77-320,53.847/17.301
77-320,53.813/17.293
77-320,53.767/17.263
77-320,53.736/17.283
77-320,53.745/17.223
77-320,53.783/17.329
77-320,53.769/17.227
77-320,53.851/17.256
77-320,53.846/17.334
77-320,53.825/17.17
77-320,53.798/17.197
77-320,53.826/17.254
77-320,53.877/17.21
77-320,53.774/17.174
77-320,53.748/17.327
77-320,53.794/17.364
77-320,53.906/17.24
77-320,53.884/17.257
77-320,53.773/17.216
77-320,53.847/17.316
77-320,53.828/17.145
77-320,53.863/17.294
77-320,53.738/17.318
77-320,53.866/17.322
77-320,53.744/17.238
77-320,53.804/17.307
77-320,53.82/17.108
77-320,53.791/17.207
77-320,53.928/17.203
77-320,53.822/17.139
77-320,53.839/17.248
77-320,54.474/17.005
77-330,53.683/16.939
77-330,53.651/17.145
77-330,53.688/17.042
77-330,53.651/17.033
77-330,53.684/17.005
77-330,53.631/16.984
77-330,53.656/16.977
77-330,53.672/17.064
77-330,53.606/17.011
77-330,53.673/17.102
77-330,53.687/16.973
77-330,53.691/17.072
77-330,53.693/16.966
77-330,53.644/16.971
77-330,53.678/16.98
77-330,53.547/16.954
77-330,53.634/17.102
77-330,53.617/17.034
77-330,53.585/16.998
77-330,53.601/16.921
77-330,53.572/16.94
77-330,53.71/17.002
77-400,53.366/17.036
77-400,53.335/17.083
77-400,53.384/17.025
77-400,53.401/17.077
77-400,53.365/17.083
77-400,53.398/16.924
77-400,53.445/16.984
77-400,53.36/16.95
77-400,53.347/17.02
77-400,53.304/17.128
77-400,53.341/17.128
77-400,53.313/17.177
77-400,53.322/17.237
77-400,53.266/17.148
77-400,53.432/16.938
77-400,53.265/17.112
77-400,53.252/17.117
77-400,53.419/16.987
77-400,53.406/17.001
77-400,53.415/17.047
77-400,53.487/17.007
77-400,53.334/17.01
77-400,53.36/16.997
77-400,53.312/17.065
77-400,53.463/17.018
77-400,53.468/16.984
77-400,53.354/16.97
77-400,53.379/16.963
77-400,53.287/17.149
77-400,53.503/16.996
77-400,53.382/17.091
77-400,53.376/17.014
77-400,53.378/16.939
77-400,53.299/17.035
77-400,53.461/16.909
77-400,53.275/17.182
77-400,53.385/16.997
77-400,53.302/17.141
77-405,53.416/16.986
77-405,53.492/17.01
77-411,53.451/17.086
77-411,53.453/17.127
77-411,53.424/17.086
77-411,53.464/17.113
77-415,53.299/17.134
77-415,53.262/17.088
77-415,53.332/17.245
77-416,53.341/16.847
77-416,53.314/16.797
77-416,53.37/16.872
77-416,53.379/16.89
77-416,53.322/16.888
77-416,53.37/16.795
77-416,53.305/16.885
77-416,53.35/16.904
77-416,53.334/16.923
77-416,53.357/16.894
77-416,53.337/16.957
77-416,53.346/16.876
77-416,53.347/16.818
77-420,53.495/17.248
77-420,53.503/17.126
77-420,53.437/17.291
77-420,53.485/17.359
77-420,53.471/17.201
77-420,53.444/17.277
77-420,53.464/17.329
77-420,53.495/17.055
77-420,53.45/17.243
77-420,53.535/17.096
77-420,53.493/17.329
77-420,53.517/17.161
77-420,53.476/17.268
77-420,53.51/17.224
77-420,53.483/17.303
77-420,53.528/17.231
77-420,53.466/17.171
77-420,53.523/17.194
77-420,53.5/17.273
77-420,53.429/17.255
77-420,53.485/17.088
77-424,53.412/17.149
77-424,53.399/17.148
77-424,53.439/17.128
77-424,53.374/17.186
77-424,53.363/17.147
77-424,53.435/17.164
77-424,53.438/17.202
77-424,53.408/17.273
77-424,53.363/17.193
77-424,53.424/17.233
77-424,53.443/17.165
77-424,53.378/17.172
77-424,53.375/17.128
77-424,53.408/17.236
77-424,53.397/17.115
77-424,53.446/17.041
77-424,53.398/17.181
77-430,53.296/16.991
77-430,53.232/16.948
77-430,53.268/16.907
77-430,53.243/17.057
77-430,53.252/17.015
77-430,53.275/16.948
